cid,iupac_name,canonical_smiles,mol_wt_rdkit,heavy_atom_count,C_count,O_count,N_count,S_count,halogen_count,aromatic_ring_count,pred_homo_ev,pred_lumo_ev,pred_gap_ev
712527,1-methylsulfonyl-4-(pyridin-3-ylmethyl)piperazine,CS(=O)(=O)N1CCN(CC1)CC2=CN=CC=C2,255.343,17,11,2,3,1,0,1,-8.0433,0.8935,8.8123
884643,N-(4-bromo-3-methylphenyl)-2-(4-chlorophenyl)acetamide,CC1=C(C=CC(=C1)NC(=O)CC2=CC=C(C=C2)Cl)Br,338.63199999999995,19,15,1,1,0,2,2,-8.2162,0.444,8.7279
562263,2-amino-6-(phenylmethoxycarbonylamino)hex-4-enoic acid,C1=CC=C(C=C1)COC(=O)NCC=CCC(C(=O)O)N,278.308,20,14,4,2,0,0,1,-8.345,0.7996,9.1025
347236,"2,2,2-trifluoro-N-(8-fluoro-9H-fluoren-2-yl)acetamide",C1C2=C(C=CC(=C2)NC(=O)C(F)(F)F)C3=C1C(=CC=C3)F,295.2349999999999,21,15,1,1,0,4,2,-8.0739,0.0378,7.961
984862,"(5R)-2-(1,3-benzodioxol-5-ylmethylidene)-7-methyl-3-oxo-N,5-diphenyl-5H-[1,3]thiazolo[3,2-a]pyrimidine-6-carboxamide",CC1=C(C(N2C(=O)C(=CC3=CC4=C(C=C3)OCO4)SC2=N1)C5=CC=CC=C5)C(=O)NC6=CC=CC=C6,495.5600000000001,36,28,4,3,1,0,4,-7.6609,-0.4222,7.3151
28942,"N-[4-(methylamino)-5-oxocyclohepta-1,3,6-trien-1-yl]acetamide",CC(=O)NC1=CC=C(C(=O)C=C1)NC,192.218,14,10,2,2,0,0,1,-7.9031,0.8559,8.691
919642,"[(3R,3aS)-3-hydroxy-3-(trifluoromethyl)-4,5,6,7-tetrahydro-3aH-indazol-2-yl]-(3-chlorophenyl)methanone",C1CCC2=NN(C(C2C1)(C(F)(F)F)O)C(=O)C3=CC(=CC=C3)Cl,346.736,23,15,2,2,0,4,1,-8.5266,0.3097,8.7822
273904,"N-[[7-(2-methylsulfonylhydrazinyl)-4-bicyclo[8.2.2]tetradeca-1(12),4,6,10,13-pentaenyl]imino]methanesulfonamide",CS(=O)(=O)NNC1=CC=C(CCC2=CC=C(CC1)C=C2)N=NS(=O)(=O)C,398.5100000000001,26,16,4,4,2,0,1,-8.0747,0.0931,8.0226
187242,3-(4-hydroxyphenyl)propyl acetate,CC(=O)OCCCC1=CC=C(C=C1)O,194.23,14,11,3,0,0,0,1,-8.1696,1.4175,9.3485
608793,2-(6-methoxypyrimidin-4-yl)phenol,COC1=NC=NC(=C1)C2=CC=CC=C2O,202.213,15,11,2,2,0,0,2,-7.973,0.0829,8.4239
278362,ethyl 2-cyano-2-ethyl-3-methylpent-3-enoate,CCC(C#N)(C(=CC)C)C(=O)OCC,195.26199999999997,14,11,2,1,0,0,0,-8.748,1.2913,9.7189
40116,7-aminonaphthalen-1-ol,C1=CC2=C(C=C(C=C2)N)C(=C1)O,159.188,12,10,1,1,0,0,2,-7.5865,0.6086,8.1347
113669,2-aminoethyl N-but-3-en-2-yl-N-methylcarbamimidothioate,CC(C=C)N(C)C(=N)SCCN,187.31199999999995,12,8,0,3,1,0,0,-7.9639,1.7692,10.0404
625551,"5-(4-chlorophenyl)-4-pyridin-3-yl-1,2,4-triazole-3-thiol",C1=CC(=CN=C1)N2C(=NN=C2S)C3=CC=C(C=C3)Cl,288.76300000000003,19,13,0,4,1,1,3,-7.9528,-0.2361,7.7858
455674,"[(3aS,4R,6aR)-2,3,3a,4,5,6a-hexahydrofuro[2,3-b]furan-4-yl] N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-3,4,4a,5,6,7,8,8a-octahydro-1H-isoquinolin-2-yl]-3-hydroxy-1-phenylbutan-2-yl]carbamate",CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(C(CC3=CC=CC=C3)NC(=O)OC4COC5C4CCO5)O,557.7320000000002,40,31,6,3,0,0,1,-7.9054,1.0622,8.9916
362480,"(3R)-2-(3,4-dihydroxyphenyl)-5,7-dihydroxy-3-methyl-6-[3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]-2,3-dihydrochromen-4-one",CC1C(OC2=C(C1=O)C(=C(C(=C2)O)C3C(C(C(C(O3)CO)O)O)O)O)C4=CC(=C(C=C4)O)O,464.4230000000002,33,22,11,0,0,0,2,-7.8692,0.1169,8.0614
763935,1-benzyl-4-[(4-nitrophenyl)methyl]piperazine,C1CN(CCN1CC2=CC=CC=C2)CC3=CC=C(C=C3)[N+](=O)[O-],311.38500000000005,23,18,2,3,0,0,2,-7.8436,0.7195,8.4339
824630,"5-chloro-1-ethyl-2,3-diphenylpyrazin-1-ium",CC[N+]1=C(C(=NC(=C1)Cl)C2=CC=CC=C2)C3=CC=CC=C3,295.793,21,18,0,2,0,1,3,-7.7723,0.4577,8.3817
328915,"6-chloro-1-methyl-2-(5-nitrothiophen-2-yl)-2,3-dihydroquinazolin-4-one",CN1C(NC(=O)C2=C1C=CC(=C2)Cl)C3=CC=C(S3)[N+](=O)[O-],323.761,21,13,3,3,1,1,2,-8.0677,-0.4919,7.9674
457593,N-[(3-iodophenyl)methyl]butan-1-amine,CCCCNCC1=CC(=CC=C1)I,289.16,13,11,0,1,0,1,1,-7.982,1.4936,9.7706
635657,"[2-(1-acetyloxy-4-chloro-5,8-dimethoxy-6-methylnaphthalen-2-yl)-4-chloro-5,8-dimethoxy-6-methylnaphthalen-1-yl] acetate",CC1=CC(=C2C(=C1OC)C(=CC(=C2OC(=O)C)C3=C(C4=C(C=C(C(=C4C(=C3)Cl)OC)C)OC)OC(=O)C)Cl)OC,587.4520000000002,40,30,8,0,0,2,4,-7.2232,0.122,7.5791
536266,bis(propylsulfanyl)methanone,CCCSC(=O)SCCC,178.32199999999995,10,7,1,0,2,0,0,-8.3568,2.0013,9.804
121264,"3-(2-piperidin-1-ylethyl)-1H-quinazoline-2,4-dione",C1CCN(CC1)CCN2C(=O)C3=CC=CC=C3NC2=O,273.33600000000007,20,15,2,3,0,0,2,-7.9073,0.2193,7.8735
943200,[3-(4-chlorophenyl)-2-methyl-4-oxochromen-7-yl] propanoate,CCC(=O)OC1=CC2=C(C=C1)C(=O)C(=C(O2)C)C3=CC=C(C=C3)Cl,342.778,24,19,4,0,0,1,3,-8.182,-0.2927,7.7865
604597,"dimethyl quinoline-2,4-dicarboxylate",COC(=O)C1=CC(=NC2=CC=CC=C21)C(=O)OC,245.234,18,13,4,1,0,0,2,-8.1337,-0.3659,7.8657
199313,N-[[1-[[4-(hydroxyiminomethyl)-2-methylpyridin-1-ium-1-yl]methoxymethyl]-2-methylpyridin-1-ium-4-yl]methylidene]hydroxylamine,CC1=[N+](C=CC(=C1)C=NO)COC[N+]2=C(C=C(C=C2)C=NO)C,316.361,23,16,3,4,0,0,2,-7.6599,0.6775,8.5805
267096,4-[(6-amino-3-pyridinyl)diazenyl]benzenesulfonamide,C1=CC(=CC=C1N=NC2=CN=C(C=C2)N)S(=O)(=O)N,277.309,19,11,2,5,1,0,2,-8.2159,-0.4456,7.4173
46543,2-naphthalen-1-yl-3-(2H-pyran-2-yl)propanoic acid,C1=CC=C2C(=C1)C=CC=C2C(CC3C=CC=CO3)C(=O)O,280.323,21,18,3,0,0,0,2,-7.9155,0.039,8.0103
743216,"trans-(1R,2R)-N-cyclopentyl-2-phenylcyclopropane-1-carboxamide",C1CCC(C1)NC(=O)C2CC2C3=CC=CC=C3,229.323,17,15,1,1,0,0,1,-8.3231,1.5178,9.9535
457240,"4-[3-(2,4-dichlorophenyl)-1,2-bis(4-methoxyphenyl)propyl]-1,2,4-triazole",COC1=CC=C(C=C1)C(CC2=C(C=C(C=C2)Cl)Cl)C(C3=CC=C(C=C3)OC)N4C=NN=C4,468.3840000000001,32,25,2,3,0,2,4,-7.6544,0.3149,7.9741
1774,"2,2-dimethyl-1-oxido-3,4-dihydropyrrol-1-ium",CC1(CCC=[N+]1[O-])C,113.16,8,6,1,1,0,0,0,-8.646,2.9479,11.4555
545176,"4,4-dimethyl-2-methylidenepentanal",CC(C)(C)CC(=C)C=O,126.19899999999998,9,8,1,0,0,0,0,-8.9819,1.6598,10.749
970536,(2S)-N-(3-chlorophenyl)-2-[(6-methyl-4-oxo-1H-pyrimidin-2-yl)sulfanyl]propanamide,CC1=CC(=O)N=C(N1)SC(C)C(=O)NC2=CC(=CC=C2)Cl,323.80500000000006,21,14,2,3,1,1,2,-8.1642,0.4383,8.4715
845688,"(4S)-6-amino-1'-ethyl-2'-oxo-3-propan-2-ylspiro[2H-pyrano[2,3-c]pyrazole-4,3'-indole]-5-carbonitrile",CCN1C2=CC=CC=C2C3(C1=O)C(=C(OC4=NNC(=C34)C(C)C)N)C#N,349.39400000000006,26,19,2,5,0,0,2,-7.694,0.5155,8.6083
564608,N-(3-propan-2-yloxypropyl)-N'-(pyridin-3-ylmethyl)oxamide,CC(C)OCCCNC(=O)C(=O)NCC1=CN=CC=C1,279.34000000000003,20,14,3,3,0,0,1,-8.2248,1.2375,9.1444
720222,"(4R)-5-acetyl-2-amino-4-(2-fluorophenyl)-4H-pyrano[3,2-b]indole-3-carbonitrile",CC(=O)N1C2=CC=CC=C2C3=C1C(C(=C(O3)N)C#N)C4=CC=CC=C4F,347.349,26,20,2,3,0,1,3,-7.9936,-0.3883,7.5876
754378,"methyl (1S,5R,6R,7R)-3-(4-chlorophenyl)-4-oxo-10-oxa-3-azatricyclo[5.2.1.01,5]dec-8-ene-6-carboxylate",COC(=O)C1C2C=CC3(C1C(=O)N(C3)C4=CC=C(C=C4)Cl)O2,319.744,22,16,4,1,0,1,1,-8.2656,-0.3716,7.8247
985938,"(2R)-N-(2-bromophenyl)-2-(1,3-dioxoisoindol-2-yl)-3-phenylpropanamide",C1=CC=C(C=C1)CC(C(=O)NC2=CC=CC=C2Br)N3C(=O)C4=CC=CC=C4C3=O,449.30400000000014,29,23,3,2,0,1,3,-8.0373,-0.3509,7.7523
777992,"ethyl 2-(carbamothioylamino)-4,5-dimethylthiophene-3-carboxylate",CCOC(=O)C1=C(SC(=C1C)C)NC(=S)N,258.368,16,10,2,2,2,0,1,-7.9507,0.544,8.7291
772841,"N-benzyl-N-(furan-2-ylmethyl)-1,3-benzodioxole-5-carboxamide",C1OC2=C(O1)C=C(C=C2)C(=O)N(CC3=CC=CC=C3)CC4=CC=CO4,335.3590000000001,25,20,4,1,0,0,3,-7.9047,0.0666,7.8631
703205,3-[(1S)-1-(furan-2-yl)-2-nitroethyl]-2-phenyl-1H-indole,C1=CC=C(C=C1)C2=C(C3=CC=CC=C3N2)C(C[N+](=O)[O-])C4=CC=CO4,332.35900000000004,25,20,3,2,0,0,4,-7.8475,-0.0552,7.82
206607,bis(2-carbamimidoylsulfanylethyl) butanedioate,C(CC(=O)OCCSC(=N)N)C(=O)OCCSC(=N)N,322.412,20,10,4,4,2,0,0,-8.1486,1.3066,9.853
381914,4-(diazonioamino)-3-nitro-2-oxo-1-phenylquinoline,C1=CC=C(C=C1)N2C3=CC=CC=C3C(=C(C2=O)[N+](=O)[O-])N[N+]#N,308.277,23,15,3,5,0,0,3,-8.2459,-1.1101,7.1941
994968,"2-methylpropyl (4S,7S)-7-(3,4-dimethoxyphenyl)-2-methyl-5-oxo-4-(2-propan-2-yloxyphenyl)-4,6,7,8-tetrahydro-1H-quinoline-3-carboxylate",CC1=C(C(C2=C(N1)CC(CC2=O)C3=CC(=C(C=C3)OC)OC)C4=CC=CC=C4OC(C)C)C(=O)OCC(C)C,533.6650000000003,39,32,6,1,0,0,2,-7.1343,0.6845,8.3814
696504,"(4R)-4-(3,4-dichlorophenyl)-6-methyl-2-oxo-3,4-dihydro-1H-pyrimidine-5-carboxamide",CC1=C(C(NC(=O)N1)C2=CC(=C(C=C2)Cl)Cl)C(=O)N,300.14500000000004,19,12,2,3,0,2,1,-8.0198,0.1465,8.0593
965499,2-(4-bromo-3-methylphenoxy)-N-cycloheptylacetamide,CC1=C(C=CC(=C1)OCC(=O)NC2CCCCCC2)Br,340.261,20,16,2,1,0,1,1,-8.0761,1.3093,9.3435
346240,(4-chloro-2-methylphenyl) propanoate,CCC(=O)OC1=C(C=C(C=C1)Cl)C,198.649,13,10,2,0,0,1,1,-8.7257,0.7438,9.0383
653426,"N-(3,5-dimethylphenyl)-2-[[4-(2-methoxyethyl)-5-propan-2-yl-1,2,4-triazol-3-yl]sulfanyl]acetamide",CC1=CC(=CC(=C1)NC(=O)CSC2=NN=C(N2CCOC)C(C)C)C,362.4990000000002,25,18,2,4,1,0,2,-7.7225,0.7684,8.6083
329165,(3-chloro-1-benzothiophen-2-yl)-[2-(2-chlorophenyl)imino-4-methylidene-3-thia-1-azaspiro[4.5]decan-1-yl]methanone,C=C1C2(CCCCC2)N(C(=NC3=CC=CC=C3Cl)S1)C(=O)C4=C(C5=CC=CC=C5S4)Cl,487.4770000000002,31,24,1,2,2,2,3,-7.7112,-0.2154,7.5976
695613,"2-(4-tert-butylphenyl)-7-chloro-3,1-benzoxazin-4-one",CC(C)(C)C1=CC=C(C=C1)C2=NC3=C(C=CC(=C3)Cl)C(=O)O2,313.78400000000005,22,18,2,1,0,1,3,-8.0824,-0.0406,7.9638
889209,"(1R,6S)-4-chloro-6-(pyridin-2-ylcarbamoyl)cyclohex-3-ene-1-carboxylic acid",C1C=C(CC(C1C(=O)O)C(=O)NC2=CC=CC=N2)Cl,280.711,19,13,3,2,0,1,1,-8.4288,0.4178,8.7518
130680,"3-(2-hydroxyethyl)-1-[(2R,4S,5R)-4-hydroxy-5-(hydroxymethyl)oxolan-2-yl]pyrimidine-2,4-dione",C1C(C(OC1N2C=CC(=O)N(C2=O)CCO)CO)O,272.25699999999995,19,11,6,2,0,0,1,-8.7572,0.892,9.553
754718,"2-(4-chlorophenyl)-5-methyl-7-(trifluoromethyl)pyrazolo[1,5-a]pyrimidine",CC1=NC2=CC(=NN2C(=C1)C(F)(F)F)C3=CC=C(C=C3)Cl,311.694,21,14,0,3,0,4,3,-8.3695,-0.1149,7.9131
943768,(2S)-2-[(3-bromophenyl)carbamoylamino]-3-methylbutanoic acid,CC(C)C(C(=O)O)NC(=O)NC1=CC(=CC=C1)Br,315.16700000000003,18,12,3,2,0,1,1,-8.2021,0.7242,8.8934
324309,5-(6-aminopurin-9-yl)-4-chloro-2-(hydroxymethyl)oxolan-3-ol,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)Cl)N,285.69100000000003,19,10,3,5,0,1,2,-8.2396,0.7952,9.1239
699288,propan-2-yl (4S)-6-amino-5-cyano-4-(4-fluorophenyl)-2-methyl-4H-pyran-3-carboxylate,CC1=C(C(C(=C(O1)N)C#N)C2=CC=C(C=C2)F)C(=O)OC(C)C,316.3320000000001,23,17,3,2,0,1,1,-8.3561,-0.3539,7.7207
428232,"methyl 2-[(2-methylpiperidin-1-yl)methyl]-3-phenylprop-2-enoate;2,4,6-trinitrophenol",CC1CCCCN1CC(=CC2=CC=CC=C2)C(=O)OC.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],502.4800000000004,36,23,9,4,0,0,2,-8.0432,-0.1381,7.5321
342028,"2-(3,4-dimethoxyphenyl)-8,9-dimethoxy-5-methyl-10bH-[1,3,4]thiadiazolo[3,2-c]quinazoline",CC1=NC2=CC(=C(C=C2C3N1N=C(S3)C4=CC(=C(C=C4)OC)OC)OC)OC,399.47200000000015,28,20,4,3,1,0,2,-7.3534,0.0777,7.5831
421948,[2-(benzenesulfonyl)cyclohexen-1-yl]benzene,C1CCC(=C(C1)C2=CC=CC=C2)S(=O)(=O)C3=CC=CC=C3,298.407,21,18,2,0,1,0,2,-8.2713,0.0297,8.1047
731077,(E)-3-phenyl-N-(4-propan-2-yloxyphenyl)prop-2-enamide,CC(C)OC1=CC=C(C=C1)NC(=O)C=CC2=CC=CC=C2,281.355,21,18,2,1,0,0,2,-7.6108,0.4727,8.3544
310017,"methyl 15-(5-amino-2-methoxy-3,6-dioxocyclohexa-1,4-dien-1-yl)-7-carbamoyloxy-11-hydroxy-6,12-dimethoxy-2,8,10,14-tetramethylpentadeca-2,4,8-trienoate",CC(CC1=C(C(=O)C=C(C1=O)N)OC)CC(C(C(C)C=C(C)C(C(C=CC=C(C)C(=O)OC)OC)OC(=O)N)O)OC,592.6860000000003,42,30,10,2,0,0,0,-8.0669,0.3615,8.3453
581344,furan-2-carboximidothioic acid,C1=COC(=C1)C(=N)S,127.168,8,5,1,1,1,0,1,-8.2823,1.0157,9.0683
133471,"(5S,12R)-5,12-dihydroxyicosa-6,8,10,14-tetraenedioic acid",C(CCC(=O)O)CC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O,366.4540000000002,26,20,6,0,0,0,0,-8.1851,0.9733,9.1752
201159,"4-[[2-(4-nitrophenyl)imidazo[1,2-a]pyridin-3-yl]methyl]morpholine",C1COCCN1CC2=C(N=C3N2C=CC=C3)C4=CC=C(C=C4)[N+](=O)[O-],338.3670000000001,25,18,3,4,0,0,3,-7.8768,0.1262,7.8543
697230,"(7S)-5-methyl-2-pyridin-3-yl-7-thiophen-2-yl-4,7-dihydro-[1,2,4]triazolo[1,5-a]pyrimidine-6-carboxamide",CC1=C(C(N2C(=NC(=N2)C3=CN=CC=C3)N1)C4=CC=CS4)C(=O)N,338.39600000000013,24,16,1,6,1,0,3,-7.7086,0.2939,8.1385
986043,"(5S)-4-[(4-ethoxyphenyl)-hydroxymethylidene]-1-(5-methyl-1,3,4-thiadiazol-2-yl)-5-(3-phenoxyphenyl)pyrrolidine-2,3-dione",CCOC1=CC=C(C=C1)C(=C2C(N(C(=O)C2=O)C3=NN=C(S3)C)C4=CC(=CC=C4)OC5=CC=CC=C5)O,513.5750000000002,37,28,5,3,1,0,4,-7.5423,-0.1881,7.4213
397563,"N-[3-methoxy-4-[(7-methyl-6H-pyrrolo[3,2-f]quinolin-9-yl)amino]phenyl]methanesulfonamide;hydrochloride",CC1=CC(=C2C3=CC=NC3=CC=C2N1)NC4=C(C=C(C=C4)NS(=O)(=O)C)OC.Cl,432.93300000000016,29,20,3,4,1,1,4,-7.6635,0.1107,7.9486
710220,"(3R)-3-(4-hydroxypiperidin-1-yl)-1-phenylpyrrolidine-2,5-dione",C1CN(CCC1O)C2CC(=O)N(C2=O)C3=CC=CC=C3,274.32,20,15,3,2,0,0,1,-7.8445,1.1483,9.0334
784476,4-methyl-N-(4-methylcyclohexyl)piperazin-1-amine,CC1CCC(CC1)NN2CCN(CC2)C,211.35299999999995,15,12,0,3,0,0,0,-7.4502,3.1808,10.6284
946661,"(2S,3R)-2-[(3,4-dimethylphenyl)carbamoylamino]-3-methylpentanoic acid",CCC(C)C(C(=O)O)NC(=O)NC1=CC(=C(C=C1)C)C,278.35200000000003,20,15,3,2,0,0,1,-8.1437,1.2511,9.2768
182481,[[3-(4-bromophenoxy)phenyl]-cyanomethyl] 2-(4-chlorophenyl)-3-methylbutanoate,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=C(C=C3)Br,498.80400000000014,31,25,3,1,0,2,3,-8.1636,0.0497,8.2249
645415,3-[[4-(2-methylpropoxycarbonyl)phenyl]carbamoyl]bicyclo[2.2.1]hept-5-ene-2-carboxylic acid,CC(C)COC(=O)C1=CC=C(C=C1)NC(=O)C2C3CC(C2C(=O)O)C=C3,357.4060000000001,26,20,5,1,0,0,1,-8.1254,0.5644,8.7244
596751,"(4-benzylpiperidin-1-yl)-(3,5-dimethoxyphenyl)methanone",COC1=CC(=CC(=C1)C(=O)N2CCC(CC2)CC3=CC=CC=C3)OC,339.435,25,21,3,1,0,0,2,-8.0562,1.2868,9.1753
315569,"2-(2,4-dihydroxyphenyl)-4-hydroxy-7-methoxy-6-(3-methylbut-1-enyl)-3-(3-methylbut-2-enyl)chromen-5-one",CC(C)C=CC1=C(C=C2C(=C(C(=C(O2)C3=C(C=C(C=C3)O)O)CC=C(C)C)O)C1=O)OC,436.5040000000002,32,26,6,0,0,0,1,-7.2821,-0.0908,7.2143
574554,"3-(4-methylpiperidin-1-yl)-N-(1,3-thiazol-2-yl)propanamide",CC1CCN(CC1)CCC(=O)NC2=NC=CS2,253.37100000000004,17,12,1,3,1,0,1,-7.8688,1.3231,8.9418
874225,N-cycloheptyl-2-methylfuran-3-carboxamide,CC1=C(C=CO1)C(=O)NC2CCCCCC2,221.29999999999995,16,13,2,1,0,0,1,-8.1188,1.4685,9.553
426,2-[[1-carboxy-4-(diaminomethylideneamino)butyl]amino]pentanedioic acid,C(CC(C(=O)O)NC(CCC(=O)O)C(=O)O)CN=C(N)N,304.303,21,11,6,4,0,0,0,-8.5496,1.447,10.0539
318636,2-[hexadecyl(2-hydroxyethyl)amino]acetic acid,CCCCCCCCCCCCCCCCN(CCO)CC(=O)O,343.552,24,20,3,1,0,0,0,-8.2803,2.2855,10.9646
300851,6-methyl-3-(4-methylphenyl)-2-sulfanylquinazolin-4-one,CC1=CC=C(C=C1)N2C(=O)C3=C(C=CC(=C3)C)N=C2S,282.368,20,16,1,2,1,0,3,-7.4933,0.2234,7.8881
220393,ethyl 2-cyano-4-(4-nitrophenyl)-2-[2-(4-nitrophenyl)ethyl]butanoate,CCOC(=O)C(CCC1=CC=C(C=C1)[N+](=O)[O-])(CCC2=CC=C(C=C2)[N+](=O)[O-])C#N,411.41400000000016,30,21,6,3,0,0,2,-8.7795,-0.52,7.7583
450771,9-benzyl-6-(18F)fluoropurine,C1=CC=C(C=C1)CN2C=NC3=C2N=CN=C3F,228.23,17,12,0,4,0,1,3,-8.5608,-0.4117,8.3687
823928,"2-[(3S)-3-ethyl-3-methyl-2,4-dihydroisoquinolin-1-ylidene]-1-piperidin-1-ylethanone",CCC1(CC2=CC=CC=C2C(=CC(=O)N3CCCCC3)N1)C,298.42999999999995,22,19,1,2,0,0,1,-7.6063,1.2873,9.0173
608159,"ethyl 2-(3-cyano-2,5,7-trimethylpyrazolo[1,5-a]pyrimidin-6-yl)acetate",CCOC(=O)CC1=C(N2C(=C(C(=N2)C)C#N)N=C1C)C,272.308,20,14,2,4,0,0,2,-8.4526,-0.1215,8.1697
686509,1-(4-ethoxyphenyl)-3-phenylthiourea,CCOC1=CC=C(C=C1)NC(=S)NC2=CC=CC=C2,272.373,19,15,1,2,1,0,2,-7.509,0.9762,8.5368
337903,"phenyl-(3,5,5-trimethyl-4H-pyrazol-1-yl)methanone",CC1=NN(C(C1)(C)C)C(=O)C2=CC=CC=C2,216.284,16,13,1,2,0,0,1,-7.7551,0.877,8.617
487576,N'-(furan-2-carbonyl)-N-(4-pentoxyphenyl)carbamimidothioic acid,CCCCCOC1=CC=C(C=C1)NC(=NC(=O)C2=CC=CO2)S,332.425,23,17,3,2,1,0,2,-7.8112,0.6581,8.6141
463247,"1-(2-phenylethyl)-3-(1,3-thiazol-2-yl)urea",C1=CC=C(C=C1)CCNC(=O)NC2=NC=CS2,247.323,17,12,1,3,1,0,2,-7.8119,1.15,8.8267
463639,"3-N,5-N,4-tris(2-chlorophenyl)-2,6-dimethyl-1,4-dihydropyridine-3,5-dicarboxamide",CC1=C(C(C(=C(N1)C)C(=O)NC2=CC=CC=C2Cl)C3=CC=CC=C3Cl)C(=O)NC4=CC=CC=C4Cl,526.8510000000002,35,27,2,3,0,3,3,-7.5331,-0.0524,7.3085
708447,"1-[4-(tetrazol-1-yl)phenyl]-N-(1,2,4-triazol-4-yl)ethanimine",CC(=NN1C=NN=C1)C2=CC=C(C=C2)N3C=NN=N3,254.25700000000003,19,11,0,8,0,0,3,-8.8052,-0.3542,8.0645
224083,"N,N-dimethyl-9-phenyliminofluoren-2-amine",CN(C)C1=CC2=C(C=C1)C3=CC=CC=C3C2=NC4=CC=CC=C4,298.389,23,21,0,2,0,0,3,-7.1496,0.4124,7.8867
536005,"3-chloro-2,6-dimethyl-5-nitro-1H-pyridin-4-one",CC1=C(C(=O)C(=C(N1)C)Cl)[N+](=O)[O-],202.597,13,7,3,2,0,1,1,-8.5619,0.0874,8.5593
496172,"methyl 2-[(7,7-dimethyl-1-bicyclo[2.2.1]heptanyl)methylsulfonylamino]-3,3-dimethylbutanoate",CC1(C2CCC1(CC2)CS(=O)(=O)NC(C(=O)OC)C(C)(C)C)C,345.50500000000017,23,17,4,1,1,0,0,-8.7383,2.145,10.535
832292,"3-[(4-ethylpiperazin-1-yl)methyl]-2,6,8-trimethyl-1H-quinolin-4-one",CCN1CCN(CC1)CC2=C(NC3=C(C=C(C=C3C2=O)C)C)C,313.4450000000001,23,19,1,3,0,0,2,-7.3198,0.6015,8.2973
944957,"N-[(7S)-7-(4-chlorophenyl)-5-oxo-6,7-dihydro-4H-[1,2,4]triazolo[1,5-a]pyrimidin-2-yl]cyclopropanecarboxamide",C1CC1C(=O)NC2=NN3C(CC(=O)NC3=N2)C4=CC=C(C=C4)Cl,331.76300000000003,23,15,2,5,0,1,2,-8.19,0.3568,8.5058
834693,"(2E)-2-(1,3-benzodioxol-5-ylmethylidene)cyclopentan-1-one",C1CC(=CC2=CC3=C(C=C2)OCO3)C(=O)C1,216.23599999999996,16,13,3,0,0,0,1,-7.9747,0.3528,8.3005
771712,"N-[(2S)-butan-2-yl]-1-(2,5-dimethylphenyl)-3-(furan-2-yl)pyrazole-5-carboxamide",CCC(C)NC(=O)C1=CC(=NN1C2=C(C=CC(=C2)C)C)C3=CC=CO3,337.42300000000006,25,20,2,3,0,0,3,-7.681,0.7151,8.2946
690856,"(1R,6S)-6-[4-(4-fluorophenyl)piperazine-1-carbonyl]cyclohex-3-ene-1-carboxylic acid",C1CN(CCN1C2=CC=C(C=C2)F)C(=O)C3CC=CCC3C(=O)O,332.37500000000006,24,18,3,2,0,1,1,-8.275,0.6469,8.8926
88915,"2-amino-N-(3-methylphenyl)-1,3-thiazole-5-carboxamide",CC1=CC(=CC=C1)NC(=O)C2=CN=C(S2)N,233.296,16,11,1,3,1,0,2,-7.7736,0.5278,8.4501
297572,"3,4,6-trifluoro-5-(2,3,4,5,6-pentafluorophenoxy)-11-oxatricyclo[6.2.1.02,7]undeca-2(7),3,5,9-tetraene",C1=CC2C3=C(C1O2)C(=C(C(=C3F)F)OC4=C(C(=C(C(=C4F)F)F)F)F)F,380.1899999999999,26,16,2,0,0,8,2,-8.2023,-0.4084,7.7386
540491,"[2-ethyl-4-[(4,4,11,11-tetramethyl-3,5,7,10,12-pentaoxatricyclo[7.3.0.02,6]dodecan-8-yl)methoxy]-3a,4,6,6a-tetrahydrofuro[3,4-d][1,3,2]dioxaborol-6-yl]methyl acetate",B1(OC2C(OC(C2O1)OCC3C4C(C5C(O3)OC(O5)(C)C)OC(O4)(C)C)COC(=O)C)CC,472.2960000000004,33,21,11,0,0,0,0,-8.5723,1.7545,10.746
696102,"methyl (7S)-5-methyl-7-pyridin-2-yl-4,7-dihydrotetrazolo[1,5-a]pyrimidine-6-carboxylate",CC1=C(C(N2C(=NN=N2)N1)C3=CC=CC=N3)C(=O)OC,272.2680000000001,20,12,2,6,0,0,2,-8.0453,0.0047,8.1688
663687,"ethyl 4-[hydroxy-[1-(3-morpholin-4-ylpropyl)-4,5-dioxo-2-pyridin-3-ylpyrrolidin-3-ylidene]methyl]-3,5-dimethyl-1H-pyrrole-2-carboxylate",CCOC(=O)C1=C(C(=C(N1)C)C(=C2C(N(C(=O)C2=O)CCCN3CCOCC3)C4=CN=CC=C4)O)C,496.5640000000004,36,26,6,4,0,0,2,-7.6648,0.6856,8.1478
